,Activation,# of Neurons in hidden unit 1,# of Neurons in hidden unit 2,Alpha,Learning Rate,R^2,Train Loss,Test MSE,Time Taken
90,identity,50,50,0.0001,0.1,-1.5797335216454798,1.450774339872126,3.3683626885481233,2.33339
91,identity,50,50,0.0001,0.01,0.18833817911006956,0.3614687778881765,1.809718756066835,2.83547
92,identity,50,50,0.0001,0.001,-26.663912850083644,1.5405639346313205,28.939807290720776,2.77646
93,identity,50,50,0.001,0.1,-0.5637331539986008,12.36327685756293,2.473133263756347,4.00621
94,identity,50,50,0.001,0.01,0.48390003612479204,0.324540391832909,1.4922028429236358,2.81735
95,identity,50,50,0.001,0.001,0.041097135509908234,2.0023993057999525,1.7301236925027526,1.59118
96,logistic,5,5,0.0001,0.1,-0.016602887612494177,0.49822539508629876,1.0398560817982843,0.48248
97,logistic,5,5,0.0001,0.01,-0.0017257123152851772,0.4975135362218788,1.0246386145089272,0.85967
98,logistic,5,5,0.0001,0.001,-0.001197994728116436,0.4970146950195538,1.0241274979812693,0.40545
99,logistic,5,5,0.001,0.1,-3.687575491162498e-05,0.49820699715829153,1.0229111508223558,0.41922
100,logistic,5,5,0.001,0.01,-0.0012932793200317594,0.49740666225164337,1.0242091774132138,0.40392
101,logistic,5,5,0.001,0.001,-0.0006914501955903596,0.4967754906696998,1.0244317413682604,0.50003
102,logistic,5,10,0.0001,0.1,-0.00693042638517527,0.49854906877271565,1.0299623782137246,0.75282
103,logistic,5,10,0.0001,0.01,-0.0024287279505819104,0.49775990493753136,1.0253577104814164,0.89999
104,logistic,5,10,0.0001,0.001,0.6169480762492242,0.18580561110923507,1.6371154938454375,2.50237
105,logistic,5,10,0.001,0.1,-0.0014258121563301973,0.4991406478034223,1.0243318545915432,0.78605
106,logistic,5,10,0.001,0.01,-0.0003150980139616788,0.4974185175733261,1.0235413898434023,0.73917
107,logistic,5,10,0.001,0.001,0.6444450490195165,0.17247672212913376,1.6606562270071357,2.06711
108,logistic,5,20,0.0001,0.1,-0.00021389693892270856,0.49824656074773443,1.0230922187825489,0.69141
109,logistic,5,20,0.0001,0.01,-0.0027999797835231988,0.4981235889626761,1.0266822728863019,0.55826
110,logistic,5,20,0.0001,0.001,0.6058002011530279,0.18453274213138945,1.6090322570035378,2.63422
111,logistic,5,20,0.001,0.1,-0.001276342339245895,0.4976815193765811,1.024178965884953,0.68942
112,logistic,5,20,0.001,0.01,-0.0002867606928746991,0.49740940359964925,1.0231667471188766,1.45975
113,logistic,5,20,0.001,0.001,-0.0015186685681161105,0.49694372487988314,1.024542222470104,0.62469
114,logistic,5,50,0.0001,0.1,-0.005854352264852869,0.498414629085352,1.0288616905882635,1.31056
115,logistic,5,50,0.0001,0.01,-0.002167960903339372,0.49750265458888177,1.02508778024871,3.2125
116,logistic,5,50,0.0001,0.001,0.6197976991728198,0.18201229484694495,1.6916866110123863,5.66602
117,logistic,5,50,0.001,0.1,-6.929346244621826e-05,0.498262713566158,1.0229443076210272,1.33416
118,logistic,5,50,0.001,0.01,0.0009059040403062157,0.4980033504035443,1.025206573178251,1.61883
119,logistic,5,50,0.001,0.001,0.6194352971067283,0.18363517929655643,1.6326908089307062,6.93283
120,logistic,10,5,0.0001,0.1,-0.009939315762785172,0.49913705425386423,1.0330400910843198,0.93342
121,logistic,10,5,0.0001,0.01,-0.0010223125570585356,0.4974020423727419,1.0239698372396244,0.51268
122,logistic,10,5,0.0001,0.001,0.6366756623645101,0.1797114065348826,1.6609286606144475,2.21166
123,logistic,10,5,0.001,0.1,-0.014960580355692255,0.4984980874811062,1.0381762452959242,0.90149
124,logistic,10,5,0.001,0.01,-0.001925923779425576,0.49749024257444363,1.024820990475864,0.44056
125,logistic,10,5,0.001,0.001,0.6015035044993378,0.18593840005204829,1.6094038056901379,3.98826
126,logistic,10,10,0.0001,0.1,-0.0002877347991721013,0.49764080822189666,1.0231676489078676,0.70422
127,logistic,10,10,0.0001,0.01,0.45055479935130227,0.3346236646829807,1.4240948426256874,3.03496
128,logistic,10,10,0.0001,0.001,0.5712761597588788,0.18011125034528722,1.7077168754860268,2.71769
129,logistic,10,10,0.001,0.1,-1.0533243299803985e-05,0.4980657668047071,1.022884201901469,1.02808
130,logistic,10,10,0.001,0.01,0.4468464164871676,0.2529151670138532,1.4786435847442494,1.72126
131,logistic,10,10,0.001,0.001,0.6286455478240329,0.18094622258812,1.6449104955037104,2.62763
132,logistic,10,20,0.0001,0.1,-0.005418241016556413,0.49797806953955415,1.02841870875473,0.78255
133,logistic,10,20,0.0001,0.01,0.4893031779194117,0.2717965444452589,1.4627652447001507,1.85057
134,logistic,10,20,0.0001,0.001,0.6179592894889696,0.18280690145214284,1.655979935371134,3.18142
135,logistic,10,20,0.001,0.1,-0.00024603272096790363,0.49851166988869844,1.0231244849656165,0.87106
136,logistic,10,20,0.001,0.01,0.26674237934022327,0.2672549406806669,1.2467134041221015,2.39964
137,logistic,10,20,0.001,0.001,0.6339513936993929,0.17859782484211445,1.6815372266508368,2.94955
138,logistic,10,50,0.0001,0.1,-0.0013754160601759935,0.498277586010317,1.024280305754127,1.5944
139,logistic,10,50,0.0001,0.01,-0.003673833885789568,0.49741619187046654,1.0266030920153237,2.8219
140,logistic,10,50,0.0001,0.001,0.6226386519750393,0.18169174212138917,1.6433788117229602,12.67601
141,logistic,10,50,0.001,0.1,-0.003191463324238253,0.4981730398093979,1.0261379001039903,1.46257
142,logistic,10,50,0.001,0.01,0.5037391838511527,0.2549457540523748,1.5227826886180305,3.57186
143,logistic,10,50,0.001,0.001,0.6304224556237172,0.18045517507434433,1.6516623832293318,7.79652
144,logistic,20,5,0.0001,0.1,-0.007230358241665513,0.49849561076665116,1.030269170562378,0.62358
145,logistic,20,5,0.0001,0.01,0.5222658138078929,0.24189273391174723,1.6281188171103456,2.08695
146,logistic,20,5,0.0001,0.001,0.6199425139226398,0.1735203037598387,1.8942337931143867,4.08954
147,logistic,20,5,0.001,0.1,-0.004538569560023742,0.4982375188083454,1.0275158094571566,0.62407
148,logistic,20,5,0.001,0.01,0.4457925452644512,0.25515402689397676,1.483080682693278,2.50752
149,logistic,20,5,0.001,0.001,0.6252380393307542,0.1813892161911232,1.5664991928732415,2.77825
150,logistic,20,10,0.0001,0.1,-0.002426543485948507,0.4987175349652685,1.025355476070133,1.00347
151,logistic,20,10,0.0001,0.01,0.5214163383677753,0.27671608991106483,1.5112867335017137,1.7008
152,logistic,20,10,0.0001,0.001,0.6380616015002241,0.16754079290168045,1.6666846912664957,5.35987
153,logistic,20,10,0.001,0.1,-1.0309206443182006e-05,0.49866340806449366,1.0228839741429347,0.57888
154,logistic,20,10,0.001,0.01,0.32784568938394276,0.24081219424962785,1.3552889932552097,2.38465
155,logistic,20,10,0.001,0.001,0.6439643900352986,0.16967518792297626,1.6735668673549375,3.25071
156,logistic,20,20,0.0001,0.1,-0.005049110368622323,0.49801774664119985,1.0280380300160625,0.66232
157,logistic,20,20,0.0001,0.01,-0.0016362010479755718,0.49739282688572994,1.024601570534024,1.0856
158,logistic,20,20,0.0001,0.001,0.6297625078156064,0.17741197966944589,1.6929850018018948,2.99968
159,logistic,20,20,0.001,0.1,-0.0022202094379046855,0.4987422014631217,1.025144440670403,0.80348
160,logistic,20,20,0.001,0.01,-0.0008090400521103547,0.4973701778228561,1.023689112283583,0.89648
161,logistic,20,20,0.001,0.001,0.6324614562829209,0.18134060734451501,1.6890533782894113,2.78865
162,logistic,20,50,0.0001,0.1,-0.00011589948641033132,0.49745052783723626,1.022991833109354,1.56661
163,logistic,20,50,0.0001,0.01,0.4973399095976026,0.2704109061573982,1.530582190020232,9.64497
164,logistic,20,50,0.0001,0.001,0.6420215164978889,0.17243392971021132,1.6839583972230963,10.35265
165,logistic,20,50,0.001,0.1,-0.0006330376827463624,0.4987523256026763,1.0235209426178933,3.10189
166,logistic,20,50,0.001,0.01,-0.0011503017264000714,0.49808854422465676,1.0240767185008008,3.59647
167,logistic,20,50,0.001,0.001,0.6222067491882394,0.1764936756635416,1.652217196823823,6.91696
168,logistic,50,5,0.0001,0.1,-0.0003308201293648061,0.49899501316613915,1.0232118170716862,0.79935
169,logistic,50,5,0.0001,0.01,0.5135564496746909,0.2308089794188532,1.3640230233846993,5.74445
170,logistic,50,5,0.0001,0.001,0.6331232223397874,0.16852910658395645,1.7095279901312825,4.61631
171,logistic,50,5,0.001,0.1,-0.004443549947462877,0.5003069595506815,1.0274186129587395,0.98522
172,logistic,50,5,0.001,0.01,-0.0035744087153026793,0.497365573950211,1.0271425309462578,0.90839
173,logistic,50,5,0.001,0.001,0.6364195327628607,0.17363074982338125,1.6624427710416028,2.46697
174,logistic,50,10,0.0001,0.1,-0.005833903281936115,0.5009306486123166,1.0288407758415392,1.61553
175,logistic,50,10,0.0001,0.01,0.5209515773335794,0.25612013321075955,1.3449611325104212,3.50391
176,logistic,50,10,0.0001,0.001,0.6438336864793155,0.1659358796620296,1.8289529329284475,7.17811
177,logistic,50,10,0.001,0.1,-5.500890290610627e-06,0.4983618187879367,1.0228790511502843,1.76216
178,logistic,50,10,0.001,0.01,-0.004511377304287079,0.4983443841268192,1.027448242237602,1.54386
179,logistic,50,10,0.001,0.001,0.6371289482327154,0.168437636201575,1.7139105190197244,3.19365
180,logistic,50,20,0.0001,0.1,-0.0011437820399493592,0.5009806271618461,1.0240433725058806,0.96669
181,logistic,50,20,0.0001,0.01,0.0058717043665837965,0.4939106979853641,1.0260962617013798,1.87457
182,logistic,50,20,0.0001,0.001,0.6360421412549417,0.16996259233136907,1.659180908231169,3.78251
183,logistic,50,20,0.001,0.1,-0.0006321084577447511,0.4987456020468634,1.0235226294299478,1.39541
184,logistic,50,20,0.001,0.01,0.5511700346171315,0.2233655436427253,1.5226432193287698,5.58645
185,logistic,50,20,0.001,0.001,0.6530409701805415,0.16319469276246448,1.7070705293331538,8.74986
186,logistic,50,50,0.0001,0.1,-0.006799772890850875,0.49904966450390614,1.0298282845655813,3.35608
187,logistic,50,50,0.0001,0.01,-6.90440466979414e-05,0.4964221638492622,1.0237940516606998,2.27244
188,logistic,50,50,0.0001,0.001,0.6390932314149239,0.17355114885294617,1.6819442254026988,11.13624
189,logistic,50,50,0.001,0.1,-0.0015355970982788847,0.49876219569421376,1.0244407184636055,5.25728
190,logistic,50,50,0.001,0.01,0.450985722829066,0.25403068158199493,1.6192366309684418,11.95412
191,logistic,50,50,0.001,0.001,0.6317416552117868,0.17243967780211558,1.631127141923202,6.65985
192,tanh,5,5,0.0001,0.1,-0.023584837471672504,0.5008521575721748,1.0469977327933258,0.62167
193,tanh,5,5,0.0001,0.01,-0.004633288214072051,0.49740794380261044,1.0276735219754705,0.5469
194,tanh,5,5,0.0001,0.001,-0.0016643603235362292,0.49694109005150855,1.0255415811438748,0.43326
195,tanh,5,5,0.001,0.1,-0.025044617610977538,0.5007600157012387,1.048490903110308,0.39704
196,tanh,5,5,0.001,0.01,-0.004903816139835371,0.49756928879336104,1.028245647763269,0.43028
197,tanh,5,5,0.001,0.001,-0.0032265590179250125,0.49679744985769986,1.027404121168461,0.49266
198,tanh,5,10,0.0001,0.1,-0.010034619137468948,0.5004220865944458,1.0331375744992566,0.57746
199,tanh,5,10,0.0001,0.01,-0.020383542671245314,0.4983956997490119,1.0454307561318983,0.67344
200,tanh,5,10,0.0001,0.001,0.5870898205918965,0.19701908662454898,1.5975857504655255,2.15701
201,tanh,5,10,0.001,0.1,-0.028248855152131602,0.49912086225402863,1.0517684325520373,0.95457
202,tanh,5,10,0.001,0.01,-1.3596279653027565e-05,0.49862384220602435,1.023242126619413,0.58287
203,tanh,5,10,0.001,0.001,-0.00026159001618863975,0.4970902279887595,1.0236882836932617,0.90546
204,tanh,5,20,0.0001,0.1,-0.0005963960183852368,0.5007097407885428,1.0234834668517785,0.71985
205,tanh,5,20,0.0001,0.01,-0.006614915487394901,0.49773957497207716,1.0310057515669133,0.70987
206,tanh,5,20,0.0001,0.001,-0.002350867479665064,0.49719910736561734,1.0263163530908996,0.62308
207,tanh,5,20,0.001,0.1,-0.005781211827564636,0.5124135779676984,1.0287868771783417,1.14183
208,tanh,5,20,0.001,0.01,0.0005763024077175549,0.4981479346876035,1.0236735818184635,0.88588
209,tanh,5,20,0.001,0.001,0.6271173100430903,0.1879821825565932,1.629965293903814,3.82185
210,tanh,5,50,0.0001,0.1,-0.04767993028675743,0.503491612745062,1.0716439630082546,1.67458
211,tanh,5,50,0.0001,0.01,0.0001456654636226018,0.49765113205540845,1.0230785610694848,2.50295
212,tanh,5,50,0.0001,0.001,-0.0003684431982708958,0.4978128104035103,1.0232774160723184,1.65453
213,tanh,5,50,0.001,0.1,-0.02051435409564517,0.5148861853073093,1.0438570169331516,2.93387
214,tanh,5,50,0.001,0.01,-9.974746113750044e-06,0.4973319910848596,1.022980988546274,3.17393
215,tanh,5,50,0.001,0.001,-0.004211259142173018,0.49719044857552586,1.0278173264291839,2.01538
216,tanh,10,5,0.0001,0.1,-0.0037115851108826536,0.4996572417138023,1.0266699110038986,0.82749
217,tanh,10,5,0.0001,0.01,-0.0002815062313219485,0.4971412012358864,1.0232053333979696,0.60178
218,tanh,10,5,0.0001,0.001,0.5905176457700232,0.1969993761208325,1.6013540775083919,3.63673
219,tanh,10,5,0.001,0.1,-0.00267219332796631,0.5010889038910296,1.025606744447334,0.45645
220,tanh,10,5,0.001,0.01,-0.010231205301242996,0.4976014383219834,1.0333766457821474,0.5826
221,tanh,10,5,0.001,0.001,0.582965522427266,0.21404359861620167,1.5969026819587655,4.45031
222,tanh,10,10,0.0001,0.1,-0.05128362445224144,0.5025214949054367,1.075330086005087,0.59791
223,tanh,10,10,0.0001,0.01,-0.005071633003205678,0.4980502191548183,1.027834740329111,1.13597
224,tanh,10,10,0.0001,0.001,-0.002541445132701492,0.49811616459151414,1.0257057585413323,0.97637
225,tanh,10,10,0.001,0.1,-0.04086904869370844,0.5128319142723451,1.0646772931972188,0.55847
226,tanh,10,10,0.001,0.01,0.0005214029820167498,0.4971245618489335,1.0243563313265465,0.48661
227,tanh,10,10,0.001,0.001,0.6026804352497066,0.1867583157337624,1.6119830236380595,1.79884
228,tanh,10,20,0.0001,0.1,-0.006336140437562809,0.5043487268734076,1.029452958883891,0.90478
229,tanh,10,20,0.0001,0.01,-0.0003701260173472054,0.4977661573599772,1.0252934303012886,1.0577
230,tanh,10,20,0.0001,0.001,0.5283929860260292,0.19128888203605246,1.8087967573522326,1.78534
231,tanh,10,20,0.001,0.1,-0.004480821508035637,0.5036207997144184,1.0274567424787062,0.82033
232,tanh,10,20,0.001,0.01,-0.0028360769091855254,0.4976982241131819,1.0279643603504836,1.05575
233,tanh,10,20,0.001,0.001,0.6003250367787701,0.1880304398460392,1.6173370407098322,7.52615
234,tanh,10,50,0.0001,0.1,-0.04803258883627515,0.5243343078351412,1.0720046880681389,1.41949
235,tanh,10,50,0.0001,0.01,-0.0004326206945635125,0.4977605434298426,1.0261171135933755,1.55517
236,tanh,10,50,0.0001,0.001,0.5562330895934504,0.21472621812709558,1.56099989354958,11.72003
237,tanh,10,50,0.001,0.1,-0.000170279676123819,0.5218004973483816,1.023047603767524,1.42795
238,tanh,10,50,0.001,0.01,-0.0018140955635232991,0.502236278258506,1.024778431228791,1.75425
239,tanh,10,50,0.001,0.001,0.6202013338015868,0.18781758382551,1.6473924942949363,4.49631
240,tanh,20,5,0.0001,0.1,-0.02277227863782061,0.4996612472926985,1.0461619148267927,0.4548
241,tanh,20,5,0.0001,0.01,-0.0006802375411936179,0.4975879925943278,1.024511955209675,0.53055
242,tanh,20,5,0.0001,0.001,0.5990107912157101,0.1955871089534704,1.526371992092071,2.08461
243,tanh,20,5,0.001,0.1,-0.04380177067913604,0.5069752947356235,1.067677007309422,0.45133
244,tanh,20,5,0.001,0.01,0.22571802071665037,0.32243655501850405,1.3025343522356003,1.98655
245,tanh,20,5,0.001,0.001,0.6107078333822087,0.1928620079746254,1.6725862307306718,2.48909
246,tanh,20,10,0.0001,0.1,-0.011999293258482258,0.5048567549503766,1.0351471874539349,0.91168
247,tanh,20,10,0.0001,0.01,-0.0020303496617744,0.4974537969522177,1.0252501298925614,1.09115
248,tanh,20,10,0.0001,0.001,0.5543753935858846,0.188924340586878,1.5505516341618906,2.57959
249,tanh,20,10,0.001,0.1,-0.00041694997947772094,0.5032448842502725,1.0232999162665979,0.50723
250,tanh,20,10,0.001,0.01,-0.015520163842807522,0.4985920243105317,1.039195665832438,0.50482
251,tanh,20,10,0.001,0.001,0.599000888778702,0.1917509334045728,1.6008138602758513,2.01755
252,tanh,20,20,0.0001,0.1,-0.00010833135578258712,0.5152084348288284,1.0229842384766636,1.31756
253,tanh,20,20,0.0001,0.01,-0.0015365880077671257,0.4975962494570108,1.0245741911030024,1.49555
254,tanh,20,20,0.0001,0.001,0.60825371746312,0.18726400671823848,1.6521287318466342,7.55099
255,tanh,20,20,0.001,0.1,-0.09700633961537442,0.5117518489412454,1.1220986365664334,0.9013
256,tanh,20,20,0.001,0.01,-0.0035312315109921055,0.4985662148477542,1.0265150663977,1.09365
257,tanh,20,20,0.001,0.001,0.6062702009321674,0.19096176246912822,1.5941184441771543,2.90911
258,tanh,20,50,0.0001,0.1,-0.12129995995641818,0.52310809675041,1.146918747988141,1.59773
259,tanh,20,50,0.0001,0.01,-0.001310468848977564,0.5000272862330959,1.0282038285315156,2.72176
260,tanh,20,50,0.0001,0.001,0.6169526327294597,0.19510172674059886,1.5881971840806879,14.72197
261,tanh,20,50,0.001,0.1,-0.050805925966298515,0.5313837231906572,1.0748414609323869,1.65042
262,tanh,20,50,0.001,0.01,-0.0012330742185631127,0.49849711861714424,1.024248143646,1.96395
263,tanh,20,50,0.001,0.001,0.6208176238012659,0.19481926191509516,1.6475439174981348,5.39879
264,tanh,50,5,0.0001,0.1,-0.22197055201040428,0.5116406666829167,1.249921208873453,0.65205
265,tanh,50,5,0.0001,0.01,-0.005175198903866418,0.4983545971924655,1.0281252516117916,0.58638
266,tanh,50,5,0.0001,0.001,0.6081228884061234,0.1815409207881906,1.7153996207805127,2.14796
267,tanh,50,5,0.001,0.1,-0.0030778615467426107,0.5032234881163911,1.026031369794595,0.57581
268,tanh,50,5,0.001,0.01,-0.014874842497973217,0.4974458568759811,1.0386134573718957,0.64106
269,tanh,50,5,0.001,0.001,0.6200118130456838,0.20464186342765345,1.6079123333870846,1.95965
270,tanh,50,10,0.0001,0.1,-0.010557009181038968,0.5101632743175952,1.033671913383622,0.6715
271,tanh,50,10,0.0001,0.01,-0.002129085120940566,0.49798262890163175,1.02496898499154,0.8546
272,tanh,50,10,0.0001,0.001,0.5956933261588397,0.18790758812272398,1.6033341129772174,2.15691
273,tanh,50,10,0.001,0.1,-0.05093910055456741,0.5011279122600973,1.0749780183767537,0.63902
274,tanh,50,10,0.001,0.01,-0.0017567258491730797,0.49832076546985044,1.0244069439920445,0.68943
