,Activation,# of Neurons in hidden unit 1,# of Neurons in hidden unit 2,Alpha,Learning Rate,Accuracy Score,Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Time Taken
159,logistic,20,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.81797
160,logistic,20,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.2187
161,logistic,20,20,0.001,0.001,0.8151647286821705,0.8225548113895791,0.8188653941475244,0.7973824037112958,0.8151647286821705,0.8040054239662471,0.8114374076146185,3.27907
162,logistic,20,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.00775
163,logistic,20,50,0.0001,0.01,0.8221899224806202,0.8217493517097814,0.8220395268359564,0.8108691799084506,0.8221899224806202,0.8147736889865258,0.8206635790254191,10.95115
164,logistic,20,50,0.0001,0.001,0.8158914728682171,0.819157806962685,0.8173357702569273,0.800853073994729,0.8158914728682171,0.8063566147170158,0.8131850720829417,7.52336
165,logistic,20,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.72211
166,logistic,20,50,0.001,0.01,0.8151647286821705,0.8186380677542768,0.8167168953838706,0.7999100303623445,0.8151647286821705,0.8054819550444928,0.8123786971794729,6.15104
167,logistic,20,50,0.001,0.001,0.8231589147286822,0.826843308565363,0.8247739914790081,0.8084667786631321,0.8231589147286822,0.8140843402037432,0.8206116657392257,6.71373
168,logistic,50,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.19889
169,logistic,50,5,0.0001,0.01,0.7919089147286822,0.8219910032012442,0.8114381422183561,0.7625446958371223,0.7919089147286822,0.7704174399644161,0.7815800745213113,3.25632
170,logistic,50,5,0.0001,0.001,0.8032945736434108,0.8014220681296069,0.8127958053245642,0.809019696993049,0.8032945736434108,0.8015955526249434,0.8045132431697463,4.44923
171,logistic,50,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.85852
172,logistic,50,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.86734
173,logistic,50,5,0.001,0.001,0.8229166666666666,0.8229630481265379,0.8229331598773477,0.8111803168780729,0.8229166666666666,0.8153242249070751,0.8212748124749271,4.42173
174,logistic,50,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.0482
175,logistic,50,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.34437
176,logistic,50,10,0.0001,0.001,0.8137112403100775,0.8226153645555516,0.818326740836733,0.7949433981166099,0.8137112403100775,0.801874175017162,0.8095700271798504,3.67934
177,logistic,50,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.47616
178,logistic,50,10,0.001,0.01,0.8141957364341085,0.809305373525557,0.816907454255438,0.8140027048687637,0.8141957364341085,0.8109730210927695,0.8148952868885363,4.74449
179,logistic,50,10,0.001,0.001,0.8209786821705426,0.8161017528253685,0.821451695384623,0.8174858976927701,0.8209786821705426,0.8167510499478743,0.821174218589135,2.87609
180,logistic,50,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.07935
181,logistic,50,20,0.0001,0.01,0.7880329457364341,0.8176237096237097,0.807287425752542,0.7584103309033183,0.7880329457364341,0.7659878348659337,0.7774018780632883,7.35759
182,logistic,50,20,0.0001,0.001,0.8231589147286822,0.8254654912007197,0.8241096541347191,0.8094936269901207,0.8231589147286822,0.8146190050954183,0.8209420081647424,3.82539
183,logistic,50,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.77249
184,logistic,50,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.48212
185,logistic,50,20,0.001,0.001,0.8175872093023255,0.8205203759119764,0.8188587547583227,0.8029481913598323,0.8175872093023255,0.8083342710927266,0.8150265836235941,4.08086
186,logistic,50,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.51874
187,logistic,50,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.61903
188,logistic,50,50,0.0001,0.001,0.8146802325581395,0.820831824288802,0.8176741997384775,0.7975962501733891,0.8146802325581395,0.8039203876737433,0.8112197240172426,8.17863
189,logistic,50,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.52524
190,logistic,50,50,0.001,0.01,0.8260658914728682,0.8230286637621347,0.8254584459307216,0.8183210548217561,0.8260658914728682,0.8203230652277498,0.8254277996678551,6.93013
191,logistic,50,50,0.001,0.001,0.8171027131782945,0.818315770774735,0.8175857104231158,0.8037939444846878,0.8171027131782945,0.8085396745535686,0.8149742144594337,7.56565
192,tanh,5,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.52619
193,tanh,5,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.74939
194,tanh,5,5,0.0001,0.001,0.812015503875969,0.8191172920087417,0.8155771909334386,0.794112094077031,0.812015503875969,0.8006416155947391,0.8082088272706892,4.5798
195,tanh,5,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.59941
196,tanh,5,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.69567
197,tanh,5,5,0.001,0.001,0.8166182170542635,0.8143798862640206,0.8159934521963277,0.8068513709292111,0.8166182170542635,0.8097741594096898,0.8155081336304311,4.59226
198,tanh,5,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.54295
199,tanh,5,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.79006
200,tanh,5,10,0.0001,0.001,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.69681
201,tanh,5,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.72653
202,tanh,5,10,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.28427
203,tanh,5,10,0.001,0.001,0.5789728682170543,0.45633187772925765,0.47587815804023786,0.49973991646502164,0.5789728682170543,0.3677431317233534,0.42581802993788304,1.40581
204,tanh,5,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.57745
205,tanh,5,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.02181
206,tanh,5,20,0.0001,0.001,0.811531007751938,0.8169147754587802,0.8141206681678874,0.7946418938705053,0.811531007751938,0.8007551934438727,0.808118666554384,6.76904
207,tanh,5,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.61663
208,tanh,5,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.33289
209,tanh,5,20,0.001,0.001,0.8236434108527132,0.8206545568430943,0.8230111532737553,0.8155988471556495,0.8236434108527132,0.817722344501508,0.8229430696713879,5.38129
210,tanh,5,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.65935
211,tanh,5,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.51383
212,tanh,5,50,0.0001,0.001,0.5794573643410853,0.5397479398933591,0.5460644729771875,0.5000789883328453,0.5794573643410853,0.36740569004096285,0.42560899478610104,1.4611
213,tanh,5,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.80298
214,tanh,5,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.38806
215,tanh,5,50,0.001,0.001,0.8190406976744186,0.8140382401360031,0.8199192654858249,0.8162875868871662,0.8190406976744186,0.8150415053801494,0.8193635319782393,22.27702
216,tanh,10,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.78176
217,tanh,10,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.98523
218,tanh,10,5,0.0001,0.001,0.815406976744186,0.8104072165879603,0.8175373093324909,0.814494937040519,0.815406976744186,0.8119712929986336,0.8160103763984229,1.33963
219,tanh,10,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.61999
220,tanh,10,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56461
221,tanh,10,5,0.001,0.001,0.5792151162790697,0.28967773200872304,0.33571179019615577,0.49979096989966554,0.5792151162790697,0.36677404509894157,0.4250598429635021,0.60297
222,tanh,10,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.86109
223,tanh,10,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.53351
224,tanh,10,10,0.0001,0.001,0.8258236434108527,0.8243194610016938,0.8253850589071022,0.8159793397345991,0.8258236434108527,0.8191845444903876,0.824690548146298,2.3017
225,tanh,10,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.67017
226,tanh,10,10,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.97107
227,tanh,10,10,0.001,0.001,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.8985
228,tanh,10,20,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,0.66841
229,tanh,10,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.75726
230,tanh,10,20,0.0001,0.001,0.8207364341085271,0.8165375490548437,0.8203420636891204,0.8147492409413868,0.8207364341085271,0.815583939517096,0.8204825430706886,5.64495
231,tanh,10,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.90865
232,tanh,10,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.96214
233,tanh,10,20,0.001,0.001,0.5792151162790697,0.5040212153776823,0.5160112977771257,0.5000279348982014,0.5792151162790697,0.3683724831549664,0.4263652577165647,1.69816
234,tanh,10,50,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,1.70864
235,tanh,10,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.98274
236,tanh,10,50,0.0001,0.001,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.76384
237,tanh,10,50,0.001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,2.13514
238,tanh,10,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.42591
239,tanh,10,50,0.001,0.001,0.5799418604651163,0.6232411450752062,0.6163401900936175,0.5007340135320499,0.5799418604651163,0.36919826835920305,0.42713950742939544,3.13683
240,tanh,20,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.31038
241,tanh,20,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56601
242,tanh,20,5,0.0001,0.001,0.8158914728682171,0.8108810971665157,0.8164709040718151,0.8124643589229844,0.8158914728682171,0.8116143753565316,0.8161252691952223,5.21271
243,tanh,20,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.75163
244,tanh,20,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.13862
245,tanh,20,5,0.001,0.001,0.8168604651162791,0.8269749118805723,0.8221807810443177,0.797739777753803,0.8168604651162791,0.804951804951805,0.8126107079595452,2.42681
246,tanh,20,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.81083
247,tanh,20,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.81623
248,tanh,20,10,0.0001,0.001,0.8217054263565892,0.8239977944992216,0.8226551217299655,0.8079234930567329,0.8217054263565892,0.8130545218264517,0.8194452801279947,2.34539
249,tanh,20,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.69683
250,tanh,20,10,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.45187
251,tanh,20,10,0.001,0.001,0.7969961240310077,0.8076461704654775,0.8028870216500741,0.7757020328899711,0.7969961240310077,0.7826076792265723,0.7914954568082199,2.58339
252,tanh,20,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.67729
253,tanh,20,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.35502
254,tanh,20,20,0.0001,0.001,0.8212209302325582,0.8173868277748233,0.8206789366914123,0.8144564061464483,0.8212209302325582,0.8157709434598488,0.820806424196324,6.82532
255,tanh,20,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71814
256,tanh,20,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.4849
257,tanh,20,20,0.001,0.001,0.814437984496124,0.8222245496439045,0.8183781740889767,0.796360371746066,0.814437984496124,0.8030652104591837,0.8105859158707088,4.04161
258,tanh,20,50,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,1.76139
259,tanh,20,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.9775
260,tanh,20,50,0.0001,0.001,0.813953488372093,0.8195878852179103,0.8166637045764101,0.7971271365380762,0.813953488372093,0.8033161806746713,0.8105850076012429,4.79315
261,tanh,20,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.99402
262,tanh,20,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.39969
263,tanh,20,50,0.001,0.001,0.8258236434108527,0.8243872022623867,0.8254004338681864,0.815900351401754,0.8258236434108527,0.8191496407861909,0.8246706316081053,8.17821
264,tanh,50,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.05402
265,tanh,50,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71188
266,tanh,50,5,0.0001,0.001,0.8224321705426356,0.8234853459765035,0.8228372380172002,0.8097354083504154,0.8224321705426356,0.8143559540815322,0.8205092618614206,2.97556
267,tanh,50,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.84553
268,tanh,50,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.31726
269,tanh,50,5,0.001,0.001,0.8161337209302325,0.8110713481586669,0.8176867197486012,0.8144111323459149,0.8161337209302325,0.8124438683344405,0.816624426715856,3.92424
270,tanh,50,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.00985
271,tanh,50,10,0.0001,0.01,0.5159883720930233,0.610866331506901,0.6346583580265889,0.5680609712867777,0.5159883720930233,0.48708008664685243,0.4677292343481911,0.87063
272,tanh,50,10,0.0001,0.001,0.8037790697674418,0.8024852071005917,0.8142737336207819,0.8102276405221707,0.8037790697674418,0.8022414153677857,0.8050125727473858,3.71098
273,tanh,50,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.9313
274,tanh,50,10,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.34335
275,tanh,50,10,0.001,0.001,0.7906976744186046,0.8164005603378739,0.8070540563672306,0.7626053819952838,0.7906976744186046,0.7703045773545797,0.7811808957887264,3.59232
276,tanh,50,20,0.0001,0.1,0.42054263565891475,0.21027131782945738,0.1768561084069467,0.5,0.42054263565891475,0.296043656207367,0.2489979589030955,1.4761
277,tanh,50,20,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.90658
278,tanh,50,20,0.0001,0.001,0.8219476744186046,0.8242089210827297,0.8228821072976974,0.8082115114899127,0.8219476744186046,0.8133289117528624,0.8197031037581914,4.85434
279,tanh,50,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.83694
280,tanh,50,20,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,1.3968
281,tanh,50,20,0.001,0.001,0.812984496124031,0.8079341979483228,0.8150132483826487,0.8118517177072577,0.812984496124031,0.8094526964568234,0.8135752241822474,3.91303
282,tanh,50,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.9593
283,tanh,50,50,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,3.93746
284,tanh,50,50,0.0001,0.001,0.8214631782945736,0.8261994966193478,0.8236317075110405,0.8058977313009571,0.8214631782945736,0.8118518394831877,0.8186096511233476,7.77899
285,tanh,50,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.57729
286,tanh,50,50,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,4.03393
287,tanh,50,50,0.001,0.001,0.8125,0.8267744772549517,0.8205317725354528,0.7909756792996625,0.8125,0.7987774509865666,0.8071280930578211,9.01937
288,relu,5,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.50837
289,relu,5,5,0.0001,0.01,0.8214631782945736,0.8180302954532426,0.8208382395229598,0.8139545412511752,0.8214631782945736,0.8157158819919603,0.8208876602834753,2.88616
290,relu,5,5,0.0001,0.001,0.7979651162790697,0.7942535667841459,0.8040712138352347,0.8007875714748085,0.7979651162790697,0.7955134449349255,0.7990716228149225,2.87014
291,relu,5,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.55655
292,relu,5,5,0.001,0.01,0.813468992248062,0.8214203308343857,0.8175160807500831,0.795208298013347,0.813468992248062,0.8019387391914243,0.8095329620881656,1.85275
293,relu,5,5,0.001,0.001,0.8183139534883721,0.8181829096497406,0.8182668596088639,0.8063398733104203,0.8183139534883721,0.8104658133220495,0.816594837070987,4.48734
294,relu,5,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56432
295,relu,5,10,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.95144
296,relu,5,10,0.0001,0.001,0.8234011627906976,0.8239012362384373,0.8235851975277271,0.8112824237473606,0.8234011627906976,0.8156394897376245,0.8216508917716459,4.18733
297,relu,5,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.53786
298,relu,5,10,0.001,0.01,0.8248546511627907,0.8228477551407603,0.8243138172682123,0.8155381609974878,0.8248546511627907,0.8184214488896919,0.8238528268705835,4.4575
299,relu,5,10,0.001,0.001,0.7943313953488372,0.8170854809005017,0.8084970573551093,0.7676365534885872,0.7943313953488372,0.7754505744806609,0.7857979583482664,3.63655
300,relu,5,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.56112
301,relu,5,20,0.0001,0.01,0.7834302325581395,0.787645545085457,0.8023542951807776,0.7944858437495184,0.7834302325581395,0.782732083853479,0.7846892870597071,2.63805
302,relu,5,20,0.0001,0.001,0.784156976744186,0.7835217651879534,0.7957776116846782,0.7908475640768768,0.784156976744186,0.7826387348675719,0.7855255947836848,3.7398
303,relu,5,20,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.59709
304,relu,5,20,0.001,0.01,0.7982073643410853,0.8179232164593924,0.8101599517597469,0.7730347317479155,0.7982073643410853,0.7808741687012422,0.7906679467716444,2.24444
305,relu,5,20,0.001,0.001,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.64348
306,relu,5,50,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.07716
307,relu,5,50,0.0001,0.01,0.8197674418604651,0.8221065449010654,0.8207462154731987,0.8057773222569857,0.8197674418604651,0.8109396776306395,0.817431845046296,5.24422
308,relu,5,50,0.0001,0.001,0.5792151162790697,0.48971622604899345,0.5039734557699576,0.4999489465653561,0.5792151162790697,0.36784101373448713,0.42593125724904357,1.90215
309,relu,5,50,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,2.57373
310,relu,5,50,0.001,0.01,0.8294573643410853,0.8281803797468354,0.8290830757531156,0.8196677095695328,0.8294573643410853,0.8229396970228695,0.8283381689430079,6.69645
311,relu,5,50,0.001,0.001,0.8158914728682171,0.8114061591273387,0.8198612333055462,0.817203658893701,0.8158914728682171,0.8131278896474825,0.8167392653303549,11.0266
312,relu,10,5,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.53591
313,relu,10,5,0.0001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.93204
314,relu,10,5,0.0001,0.001,0.6761143410852714,0.740634387495257,0.7677311547455454,0.7115220859084814,0.6761143410852714,0.6721664015966571,0.6664492971716439,1.72469
315,relu,10,5,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.71388
316,relu,10,5,0.001,0.01,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.69186
317,relu,10,5,0.001,0.001,0.8141957364341085,0.8195465593577602,0.81674740478207,0.7975731316369465,0.8141957364341085,0.803688893581796,0.8109061594573113,4.21003
318,relu,10,10,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.58089
319,relu,10,10,0.0001,0.01,0.7083333333333334,0.8037990340771726,0.782322525267859,0.6561483747668881,0.7083333333333334,0.6411623824201543,0.6658343554319379,1.56938
320,relu,10,10,0.0001,0.001,0.7933624031007752,0.8212776642765678,0.8112708821283056,0.7648257247661174,0.7933624031007752,0.7727584463323962,0.7836322964048473,2.5371
321,relu,10,10,0.001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.54971
322,relu,10,10,0.001,0.01,0.7718023255813954,0.7840456717882034,0.8016589066822079,0.7878488972458118,0.7718023255813954,0.7716683311427388,0.772547334660326,2.7032
323,relu,10,10,0.001,0.001,0.7890019379844961,0.7892747427434486,0.8020575943057934,0.7967659094061619,0.7890019379844961,0.7877182979644446,0.7903415623044875,2.71391
324,relu,10,20,0.0001,0.1,0.5794573643410853,0.28972868217054265,0.33577083708911726,0.5,0.5794573643410853,0.36687116564417177,0.42517239739382695,0.85824
325,relu,10,20,0.0001,0.01,0.8003875968992248,0.8186056984016679,0.8112647434965066,0.7760218393107594,0.8003875968992248,0.7838444048189463,0.793347324262609,2.6248
